GISJOIN,STATE,TRACTA,INCOME,ERROR
G0600530014105,California,14105,66053,6294
G3300090960700,New Hampshire,960700,72417,6294
G4200910200200,Pennsylvania,200200,105917,6294
G1701130005101,Illinois,5101,135877,6294
G3700870920400,North Carolina,920400,44914,6295
G2200190003000,Louisiana,3000,55125,6295
G0600950252802,California,252802,55667,6295
G3900750976801,Ohio,976801,58011,6295
G4200790215400,Pennsylvania,215400,58571,6295
G5101070611601,Virginia,611601,101154,6295
G4200790200500,Pennsylvania,200500,23600,6296
G2100450950100,Kentucky,950100,26742,6296
G2600530950300,Michigan,950300,35793,6296
G5500570100500,Wisconsin,100500,44494,6296
G4700650010412,Tennessee,10412,52784,6296
G5500450960300,Wisconsin,960300,67750,6296
G0600370228320,California,228320,29338,6297
G7200250202404,Puerto Rico,202404,30132,6297
G0800410005202,Colorado,5202,34531,6297
G4200430021903,Pennsylvania,21903,59767,6297
G0600850503510,California,503510,69456,6297
G3601030145604,New York,145604,77100,6297
G3200310002409,Nevada,2409,86051,6297
G1701790020900,Illinois,20900,46364,6298
G2201010041300,Louisiana,41300,47813,6298
G3601030145704,New York,145704,71572,6298
G2905100106300,Missouri,106300,28056,6299
G2600510000700,Michigan,700,35129,6299
G3601190000201,New York,201,37831,6299
G0600130336102,California,336102,39186,6299
G5400530955101,West Virginia,955101,40244,6299
G4803050950600,Texas,950600,46298,6299
G4801570671001,Texas,671001,88613,6299
G1200860008209,Florida,8209,115273,6299
G2601450000400,Michigan,400,21875,6300
G4001070080600,Oklahoma,80600,44118,6300
G4900350104800,Utah,104800,77691,6300
G4802450000600,Texas,600,30363,6301
G4700190071300,Tennessee,71300,38534,6301
G3600710014400,New York,14400,90295,6301
G0600650941000,California,941000,38491,6302
G0600370186301,California,186301,38672,6302
G2601090960600,Michigan,960600,44174,6302
G5501390002601,Wisconsin,2601,47917,6302
G2600490013204,Michigan,13204,48803,6302
G4500030020701,South Carolina,20701,49631,6302
G4802010431801,Texas,431801,106404,6302
G4200450402700,Pennsylvania,402700,43892,6303
G0200200002601,Alaska,2601,79207,6303
G0900150904500,Connecticut,904500,42108,6304
G2000410084300,Kansas,84300,42316,6304
G2901050960100,Missouri,960100,44293,6304
G1201270091023,Florida,91023,47802,6304
G2000290977100,Kansas,977100,48173,6304
G1201030026809,Florida,26809,48833,6304
G3600830052101,New York,52101,65465,6304
G4100510009903,Oregon,9903,91265,6304
G5100130103502,Virginia,103502,106964,6304
G7201270006800,Puerto Rico,6800,20977,6305
G1200950011600,Florida,11600,26680,6305
G4800610013207,Texas,13207,28997,6305
G3200030000510,Nevada,510,41833,6305
G1901550030300,Iowa,30300,46959,6305
G2100090950700,Kentucky,950700,51299,6305
G5300170950400,Washington,950400,69577,6305
G7200310050321,Puerto Rico,50321,27551,6306
G1801410000600,Indiana,600,29432,6306
G2101110011906,Kentucky,11906,36171,6306
G2600310960200,Michigan,960200,40000,6306
G4200830420900,Pennsylvania,420900,44766,6306
G4701030975000,Tennessee,975000,46354,6306
G4000950094802,Oklahoma,94802,49677,6306
G1701150001600,Illinois,1600,53214,6306
G3101150972800,Nebraska,972800,58625,6306
G4802010532400,Texas,532400,71579,6306
G2601430971200,Michigan,971200,29144,6307
G1800890041800,Indiana,41800,48056,6307
G2200890062900,Louisiana,62900,55323,6307
G5000050957900,Vermont,957900,63669,6307
G2601450010303,Michigan,10303,72114,6307
G0600730008901,California,8901,73697,6307
G1800910040300,Indiana,40300,34167,6308
G4802130950901,Texas,950901,51436,6308
G3500430010721,New Mexico,10721,52832,6308
G3900490007425,Ohio,7425,58395,6308
G3600570072200,New York,72200,62617,6308
G0801130968101,Colorado,968101,65313,6308
G0600730020309,California,20309,74167,6308
G1201050010603,Florida,10603,74195,6308
G2800890030203,Mississippi,30203,91766,6308
G1200570001001,Florida,1001,27273,6309
G4804410010900,Texas,10900,37203,6309
G4200970081400,Pennsylvania,81400,40190,6309
G4001130940006,Oklahoma,940006,40946,6309
G2800570950400,Mississippi,950400,41886,6309
G3701190005906,North Carolina,5906,46551,6309
G1201150002005,Florida,2005,54856,6309
G4801410000401,Texas,401,55964,6309
G3400250802200,New Jersey,802200,68929,6309
G1800570110908,Indiana,110908,121496,6309
G1700310612000,Illinois,612000,27212,6310
G1901130002200,Iowa,2200,37976,6310
G4000150162300,Oklahoma,162300,41557,6310
G4600990000300,South Dakota,300,43125,6310
G1201170021606,Florida,21606,50857,6310
G1701570950900,Illinois,950900,53780,6310
G0600370195201,California,195201,75787,6310
G5500730001201,Wisconsin,1201,82399,6310
G5105900000600,Virginia,600,25750,6311
G5101730030200,Virginia,30200,34298,6311
G0501190003704,Arkansas,3704,50800,6311
G1000030014703,Delaware,14703,54217,6311
G3101550968200,Nebraska,968200,59878,6311
G0600650042621,California,42621,62696,6311
G1702010000512,Illinois,512,63571,6311
G2901890217941,Missouri,217941,70130,6311
G0400030001800,Arizona,1800,73955,6311
G4201010038300,Pennsylvania,38300,17589,6312
G3600610001002,New York,1002,18977,6312
G1700310421200,Illinois,421200,21792,6312
G4000790040299,Oklahoma,40299,39055,6312
G1201150001101,Florida,1101,42340,6312
G2101110008200,Kentucky,8200,58630,6312
G2500230510200,Massachusetts,510200,70336,6312
G2200730011000,Louisiana,11000,24571,6313
G4200650951200,Pennsylvania,951200,29801,6313
G3600690051700,New York,51700,34265,6313
G2101930970400,Kentucky,970400,36683,6313
G5300070960100,Washington,960100,41164,6313
G2300050002800,Maine,2800,44453,6313
G3400390030900,New Jersey,30900,46429,6313
G4900350112904,Utah,112904,65028,6313
G4804390113210,Texas,113210,82239,6313
G3400350053501,New Jersey,53501,92326,6313
G4802450006700,Texas,6700,33713,6314
G0600370201120,California,201120,43371,6314
G0400270000501,Arizona,501,45112,6314
G2900990700208,Missouri,700208,51652,6314
G1801670010701,Indiana,10701,52185,6314
G4802010240902,Texas,240902,58745,6314
G4500510060207,South Carolina,60207,63068,6314
G5501170010300,Wisconsin,10300,65093,6314
G4804910020708,Texas,20708,111744,6314
G3600290004401,New York,4401,38163,6315
G4200770006800,Pennsylvania,6800,42632,6315
G4201010033400,Pennsylvania,33400,48784,6315
G3900490009720,Ohio,9720,50517,6315
G1200860000204,Florida,204,51000,6315
G4803390694000,Texas,694000,53412,6315
G2001890965100,Kansas,965100,56989,6315
G4100670032300,Oregon,32300,84839,6315
G4701570006900,Tennessee,6900,31833,6316
G0600730010112,California,10112,38250,6316
G0500010480200,Arkansas,480200,50034,6316
G4803030010101,Texas,10101,94009,6316
G2500130800102,Massachusetts,800102,31431,6317
G4200070604200,Pennsylvania,604200,36769,6317
G3900350137101,Ohio,137101,37280,6317
G4200870960400,Pennsylvania,960400,42941,6317
G0900110690400,Connecticut,690400,43793,6317
G4800270022405,Texas,22405,49453,6317
G4802150023902,Texas,23902,78531,6317
G0600670008206,California,8206,82070,6317
G7200070230300,Puerto Rico,230300,14605,6318
G5400010965600,West Virginia,965600,23491,6318
G3600050017901,New York,17901,30587,6318
G3400170016200,New Jersey,16200,35707,6318
G1201090021101,Florida,21101,38044,6318
G0600190005301,California,5301,41064,6318
G1201010031204,Florida,31204,46004,6318
G0400130320100,Arizona,320100,50641,6318
G0600870122100,California,122100,64375,6318
G2300050004701,Maine,4701,79417,6318
G5108100045412,Virginia,45412,115972,6318
G2101110010318,Kentucky,10318,71836,6319
G3600650022702,New York,22702,73727,6319
G2600370010300,Michigan,10300,82083,6319
G4800290141102,Texas,141102,27298,6320
G3000050940200,Montana,940200,27813,6320
G4201210200600,Pennsylvania,200600,39735,6320
G3700210001900,North Carolina,1900,45000,6320
G4200030520002,Pennsylvania,520002,47305,6320
G5101610030204,Virginia,30204,49421,6320
G5105100200104,Virginia,200104,49568,6320
G3101210966600,Nebraska,966600,53713,6320
G5600230978400,Wyoming,978400,64383,6320
G4800290150502,Texas,150502,31094,6321
G3900610002700,Ohio,2700,34375,6321
G0400070000900,Arizona,900,34647,6321
G2600910061400,Michigan,61400,34757,6321
G0600370433602,California,433602,34900,6321
G2200270950100,Louisiana,950100,36196,6321
G3701890920900,North Carolina,920900,46035,6321
G3700810016701,North Carolina,16701,47500,6321
G1700950000200,Illinois,200,60625,6321
G3200030005829,Nevada,5829,62731,6321
G4200770005704,Pennsylvania,5704,64337,6321
G1901670070700,Iowa,70700,71515,6321
G2300170966500,Maine,966500,41063,6322
G4000970040400,Oklahoma,40400,42075,6322
G4802010221200,Texas,221200,43287,6322
G4001430005805,Oklahoma,5805,54722,6322
G5100850320804,Virginia,320804,108512,6322
G3900350141100,Ohio,141100,42366,6323
G3900490009385,Ohio,9385,65243,6323
G5105500020808,Virginia,20808,66121,6323
G4900490000904,Utah,904,76250,6323
G4500610920200,South Carolina,920200,30521,6324
G2200710000605,Louisiana,605,38125,6324
G0600230010901,California,10901,40652,6324
G1200850001410,Florida,1410,50398,6324
G1302070050101,Georgia,50101,51552,6324
G4801570671800,Texas,671800,54167,6324
G0600370602509,California,602509,57024,6324
G2601250175100,Michigan,175100,25577,6325
G1701970880114,Illinois,880114,33421,6325
G1302470060309,Georgia,60309,35786,6325
G4801130013606,Texas,13606,58185,6325
G3900490000310,Ohio,310,38454,6326
G3700250040800,North Carolina,40800,40785,6326
G4700370010801,Tennessee,10801,46395,6326
G1701830010100,Illinois,10100,56296,6326
G1700050951200,Illinois,951200,58313,6326
G1700190010800,Illinois,10800,64760,6326
G4801130017814,Texas,17814,69203,6326
G5400190020800,West Virginia,20800,38520,6327
G0600710000823,California,823,42745,6327
G1801750967300,Indiana,967300,43819,6327
G3200030002961,Nevada,2961,61838,6327
G4200110012002,Pennsylvania,12002,74367,6327
G5600370970602,Wyoming,970602,90343,6327
G1800190050200,Indiana,50200,27127,6328
G2101330950402,Kentucky,950402,27156,6328
G0600370535502,California,535502,45659,6328
G0600990003904,California,3904,46341,6328
G3900650000700,Ohio,700,62924,6328
G2400470951100,Maryland,951100,65946,6328
G0900030497100,Connecticut,497100,68727,6328
G4800290170101,Texas,170101,31226,6329
G0600670007301,California,7301,36830,6329
G1701790020302,Illinois,20302,46027,6329
G3600610022900,New York,22900,46508,6329
G0600010410300,California,410300,51034,6329
G4200010031203,Pennsylvania,31203,73884,6329
G4804910020327,Texas,20327,82083,6329
G1800890011400,Indiana,11400,17985,6330
G0600370600202,California,600202,29449,6330
G1700310301801,Illinois,301801,35784,6330
G1701830000800,Illinois,800,39928,6330
G3700310970303,North Carolina,970303,49554,6330
G0600750061200,California,61200,60903,6330
G3400250807003,New Jersey,807003,39509,6331
G0100970003301,Alabama,3301,40908,6331
G4500870030800,South Carolina,30800,42692,6331
G2200610960200,Louisiana,960200,51971,6331
G0900110702700,Connecticut,702700,53502,6331
G4701890030102,Tennessee,30102,57038,6331
G0400130040528,Arizona,40528,58967,6331
G0400190004623,Arizona,4623,78549,6331
G4800010950500,Texas,950500,32189,6332
G3600250971100,New York,971100,39016,6332
G4803810020800,Texas,20800,60654,6332
G5300530070403,Washington,70403,71346,6332
G5400390013500,West Virginia,13500,42500,6333
G1900610000400,Iowa,400,43783,6333
G5400110010201,West Virginia,10201,46692,6333
G1201030025307,Florida,25307,47396,6333
G0600770005119,California,5119,80750,6333
G3200310000202,Nevada,202,25607,6334
G4800290190603,Texas,190603,40530,6334
G1600010002312,Idaho,2312,44223,6334
G3200030006202,Nevada,6202,45187,6334
G5500270960300,Wisconsin,960300,45263,6334
G4001430004000,Oklahoma,4000,45691,6334
G1500030002600,Hawaii,2600,51170,6334
G2200850000600,Louisiana,600,52771,6334
G1200890050503,Florida,50503,54493,6334
G3200310002901,Nevada,2901,61656,6334
G4800610012612,Texas,12612,65164,6334
G0600010403000,California,403000,22711,6335
G0800890968100,Colorado,968100,26729,6335
G0500190953800,Arkansas,953800,34595,6335
G2902050450300,Missouri,450300,39659,6335
G0800310001500,Colorado,1500,39808,6335
G4001430005001,Oklahoma,5001,46213,6335
G2001810453700,Kansas,453700,52908,6335
G3400150500201,New Jersey,500201,70500,6335
G0600670008144,California,8144,82574,6335
G0400190004638,Arizona,4638,84766,6335
G5500790006700,Wisconsin,6700,21705,6336
G4804850013700,Texas,13700,29425,6336
G5500790016300,Wisconsin,16300,30116,6336
G4801810001400,Texas,1400,38601,6336
G2601250162500,Michigan,162500,40777,6336
G2800750001102,Mississippi,1102,48494,6336
G0800410004705,Colorado,4705,84037,6336
G3200310001009,Nevada,1009,31429,6337
G2900190001101,Missouri,1101,34399,6337
G2100850950200,Kentucky,950200,36352,6337
G2601390023100,Michigan,23100,70360,6337
G4700770975100,Tennessee,975100,41368,6338
G1200860003400,Florida,3400,20244,6339
G4802150024302,Texas,24302,20682,6339
G1700310251500,Illinois,251500,21567,6339
G1800530000600,Indiana,600,38145,6339
G2701690670700,Minnesota,670700,40687,6339
G4201010002000,Pennsylvania,2000,41335,6339
G0501490952401,Arkansas,952401,41667,6339
G5300330030700,Washington,30700,45505,6339
G4000370021101,Oklahoma,21101,47464,6339
G4802910700400,Texas,700400,51181,6339
G1200230110700,Florida,110700,51304,6339
G3600870010602,New York,10602,55697,6339
G4900350113505,Utah,113505,58555,6339
G3400230003800,New Jersey,3800,79142,6339
G3900570210603,Ohio,210603,129635,6339
G3701270010502,North Carolina,10502,37887,6340
G4700990960200,Tennessee,960200,44435,6340
G4400050040200,Rhode Island,40200,48143,6340
G4200450401502,Pennsylvania,401502,53558,6340
G5501170010501,Wisconsin,10501,58558,6340
G2700390950500,Minnesota,950500,69672,6340
G5500550101701,Wisconsin,101701,72604,6340
G1200830001401,Florida,1401,27796,6341
G4201010004002,Pennsylvania,4002,57039,6341
G3200030003609,Nevada,3609,63108,6341
G2700530011998,Minnesota,11998,64028,6341
G0600010402500,California,402500,19931,6342
G2600210000300,Michigan,300,24050,6342
G0600710008100,California,8100,42173,6342
G1200310013522,Florida,13522,54633,6342
G4500450002602,South Carolina,2602,57601,6342
G0600970151601,California,151601,67799,6342
G3600830041200,New York,41200,75540,6342
G7201390060103,Puerto Rico,60103,19053,6343
G0400190004122,Arizona,4122,31172,6343
G2601630525700,Michigan,525700,38904,6343
G5107000032126,Virginia,32126,39567,6343
G3900350161500,Ohio,161500,48162,6343
G4800990010202,Texas,10202,49697,6343
G3700010021500,North Carolina,21500,51932,6343
G0600010430900,California,430900,60444,6343
G1700310031900,Illinois,31900,61211,6343
G4001430002301,Oklahoma,2301,27563,6344
G4500510050900,South Carolina,50900,29851,6344
G5300150000400,Washington,400,32193,6344
G0600290000504,California,504,37697,6344
G3901330601300,Ohio,601300,57696,6344
G1800390000301,Indiana,301,66310,6344
G4802910700200,Texas,700200,31186,6345
G5600250000200,Wyoming,200,35634,6345
G1200390020300,Florida,20300,36702,6345
G2601650380800,Michigan,380800,40497,6345
G2601630581200,Michigan,581200,43150,6345
G4200770009100,Pennsylvania,9100,44507,6345
G2901890213400,Missouri,213400,45000,6345
G2001170060510,Kansas,60510,47538,6345
G1302950020502,Georgia,20502,50082,6345
G4700350970101,Tennessee,970101,54826,6345
G2700490080300,Minnesota,80300,71641,6345
G2101110010007,Kentucky,10007,89199,6345
G5500150020700,Wisconsin,20700,115823,6345
G1200810000705,Florida,705,34464,6346
G4802450006800,Texas,6800,39292,6346
G3600570072500,New York,72500,41278,6346
G2801050950700,Mississippi,950700,44917,6346
G1300890023309,Georgia,23309,46220,6346
G0600590087101,California,87101,54300,6346
G5100590432201,Virginia,432201,86554,6346
G4802010221400,Texas,221400,27269,6347
G3701210950300,North Carolina,950300,35197,6347
G3200310001005,Nevada,1005,45878,6347
G3900250040101,Ohio,40101,52822,6347
G0400210001301,Arizona,1301,54088,6347
G4500830022700,South Carolina,22700,58342,6347
G1500030006809,Hawaii,6809,72378,6347
G2400030730401,Maryland,730401,74868,6347
G2900010950300,Missouri,950300,23165,6348
G0400130107400,Arizona,107400,32861,6348
G4500630021403,South Carolina,21403,40547,6348
G2001650972100,Kansas,972100,48631,6348
G3600370950300,New York,950300,57011,6348
G5101010950101,Virginia,950101,61759,6348
G1801670000900,Indiana,900,39176,6349
G1200090065202,Florida,65202,41694,6349
G0400130421802,Arizona,421802,41923,6349
G1200330003400,Florida,3400,44096,6349
G0600650031701,California,31701,54770,6349
G3601130070400,New York,70400,57908,6349
G3101530010621,Nebraska,10621,61042,6349
G2400330804900,Maryland,804900,69190,6349
G4803670140704,Texas,140704,132664,6349
G2200710004900,Louisiana,4900,16985,6350
G0600790010902,California,10902,18310,6350
G0100290959600,Alabama,959600,25526,6350
G2100010970600,Kentucky,970600,30833,6350
G0600370535002,California,535002,35522,6350
G4001090107804,Oklahoma,107804,41279,6350
G2100090950200,Kentucky,950200,42571,6350
