GISJOIN,STATE,TRACTA,TOTAL,BLACK_AA_Count,BLACK_AA_Percentage
G4201290804100,Pennsylvania,804100,2682,95,3.54
G4200290304403,Pennsylvania,304403,4060,144,3.55
G4200370050900,Pennsylvania,50900,3240,115,3.55
G4200910201404,Pennsylvania,201404,4739,168,3.55
G4200410010300,Pennsylvania,10300,4404,157,3.56
G4200690112800,Pennsylvania,112800,5728,204,3.56
G4200910205904,Pennsylvania,205904,2221,79,3.56
G4200030491101,Pennsylvania,491101,6788,243,3.58
G4200450407501,Pennsylvania,407501,2320,83,3.58
G4200710011901,Pennsylvania,11901,5754,206,3.58
G4200730001000,Pennsylvania,1000,1790,64,3.58
G4200910204102,Pennsylvania,204102,4106,147,3.58
G4200290300104,Pennsylvania,300104,5181,186,3.59
G4200130101600,Pennsylvania,101600,3269,118,3.61
G4200170106100,Pennsylvania,106100,3105,112,3.61
G4200910201004,Pennsylvania,201004,5389,195,3.62
G4200910207004,Pennsylvania,207004,4536,164,3.62
G4200030170600,Pennsylvania,170600,1734,63,3.63
G4200030490004,Pennsylvania,490004,4930,179,3.63
G4200130100700,Pennsylvania,100700,2477,90,3.63
G4200750000402,Pennsylvania,402,3662,133,3.63
G4200790213800,Pennsylvania,213800,1735,63,3.63
G4200430024600,Pennsylvania,24600,9953,362,3.64
G4200970080300,Pennsylvania,80300,6926,253,3.65
G4200950010800,Pennsylvania,10800,2161,79,3.66
G4200030429600,Pennsylvania,429600,3158,116,3.67
G4200190912200,Pennsylvania,912200,3375,124,3.67
G4200910205807,Pennsylvania,205807,1609,59,3.67
G4201090980705,Pennsylvania,980705,1848,68,3.68
G4200950011100,Pennsylvania,11100,3413,126,3.69
G4200010031401,Pennsylvania,31401,4172,155,3.72
G4200690101100,Pennsylvania,101100,2636,98,3.72
G4200910207800,Pennsylvania,207800,7285,271,3.72
G4200170100103,Pennsylvania,100103,2491,93,3.73
G4200750000300,Pennsylvania,300,4317,161,3.73
G4200810011100,Pennsylvania,11100,5617,210,3.74
G4200290302704,Pennsylvania,302704,5196,195,3.75
G4200430022401,Pennsylvania,22401,4030,151,3.75
G4200690101800,Pennsylvania,101800,4697,176,3.75
G4200170106500,Pennsylvania,106500,6981,263,3.77
G4200910203105,Pennsylvania,203105,5298,201,3.79
G4200290302500,Pennsylvania,302500,4354,166,3.81
G4200910201006,Pennsylvania,201006,2233,85,3.81
G4200290301300,Pennsylvania,301300,6760,258,3.82
G4200910207300,Pennsylvania,207300,2672,102,3.82
G4200910208100,Pennsylvania,208100,2981,114,3.82
G4200710013101,Pennsylvania,13101,5213,200,3.84
G4201330021010,Pennsylvania,21010,5003,192,3.84
G4200110012300,Pennsylvania,12300,4443,171,3.85
G4200410013200,Pennsylvania,13200,4757,183,3.85
G4201030950605,Pennsylvania,950605,5693,220,3.86
G4201270961000,Pennsylvania,961000,5157,199,3.86
G4200170100804,Pennsylvania,100804,3852,149,3.87
G4200170105505,Pennsylvania,105505,4056,157,3.87
G4200690112300,Pennsylvania,112300,2661,103,3.87
G4200790214200,Pennsylvania,214200,2838,110,3.88
G4200030451300,Pennsylvania,451300,7428,289,3.89
G4200910205600,Pennsylvania,205600,4330,169,3.9
G4200030507000,Pennsylvania,507000,2073,81,3.91
G4200030480102,Pennsylvania,480102,3135,123,3.92
G4200450408101,Pennsylvania,408101,5473,215,3.93
G4200910203207,Pennsylvania,203207,3388,133,3.93
G4201010037300,Pennsylvania,37300,5603,220,3.93
G4200110011400,Pennsylvania,11400,5282,208,3.94
G4200450408500,Pennsylvania,408500,4165,164,3.94
G4201290806300,Pennsylvania,806300,1903,75,3.94
G4200490002100,Pennsylvania,2100,3775,149,3.95
G4201290800800,Pennsylvania,800800,1774,70,3.95
G4200710011503,Pennsylvania,11503,5298,210,3.96
G4200710012200,Pennsylvania,12200,7169,284,3.96
G4200750000100,Pennsylvania,100,4295,170,3.96
G4200910200605,Pennsylvania,200605,6189,245,3.96
G4200050950300,Pennsylvania,950300,3219,128,3.98
G4200030470300,Pennsylvania,470300,4050,162,4
G4200030503002,Pennsylvania,503002,6053,242,4
G4200210012500,Pennsylvania,12500,5905,236,4
G4200550010700,Pennsylvania,10700,8233,329,4
G4200290303402,Pennsylvania,303402,1996,80,4.01
G4200270012700,Pennsylvania,12700,3333,134,4.02
G4200030453004,Pennsylvania,453004,7067,285,4.03
G4200290303401,Pennsylvania,303401,4142,167,4.03
G4200690110403,Pennsylvania,110403,3028,122,4.03
G4200030413300,Pennsylvania,413300,4605,186,4.04
G4200170106402,Pennsylvania,106402,7594,307,4.04
G4200910204400,Pennsylvania,204400,3122,126,4.04
G4200790201600,Pennsylvania,201600,2442,99,4.05
G4200450406202,Pennsylvania,406202,4719,192,4.07
G4200510260800,Pennsylvania,260800,3640,148,4.07
G4200910205400,Pennsylvania,205400,6163,251,4.07
G4200030501000,Pennsylvania,501000,1688,69,4.09
G4200910206502,Pennsylvania,206502,4804,197,4.1
G4200030432400,Pennsylvania,432400,2604,107,4.11
G4200450407806,Pennsylvania,407806,1632,67,4.11
G4200910207003,Pennsylvania,207003,3043,125,4.11
G4200170105400,Pennsylvania,105400,8291,342,4.12
G4200110011200,Pennsylvania,11200,4211,174,4.13
G4200270012000,Pennsylvania,12000,5715,236,4.13
G4200290304600,Pennsylvania,304600,3676,152,4.13
G4200030080600,Pennsylvania,80600,2048,85,4.15
G4201330023821,Pennsylvania,23821,5353,222,4.15
G4200490012202,Pennsylvania,12202,6206,259,4.17
G4200450406803,Pennsylvania,406803,8190,342,4.18
G4200710011804,Pennsylvania,11804,8453,353,4.18
G4200510263300,Pennsylvania,263300,1622,68,4.19
G4200910200603,Pennsylvania,200603,3387,142,4.19
G4200390111700,Pennsylvania,111700,4566,192,4.2
G4200550012502,Pennsylvania,12502,3715,156,4.2
G4200910200907,Pennsylvania,200907,2406,101,4.2
G4200170100404,Pennsylvania,100404,6383,269,4.21
G4200570960100,Pennsylvania,960100,4916,207,4.21
G4200410010700,Pennsylvania,10700,3722,157,4.22
G4200510262200,Pennsylvania,262200,3292,139,4.22
G4201130960100,Pennsylvania,960100,3691,156,4.23
G4200510262900,Pennsylvania,262900,4956,210,4.24
G4200850033300,Pennsylvania,33300,2898,123,4.24
G4201330021410,Pennsylvania,21410,5042,214,4.24
G4200950017704,Pennsylvania,17704,6402,272,4.25
G4200490002800,Pennsylvania,2800,6772,291,4.3
G4200910206905,Pennsylvania,206905,5000,215,4.3
G4200510261401,Pennsylvania,261401,2642,114,4.31
G4200770009200,Pennsylvania,9200,3924,169,4.31
G4200030477300,Pennsylvania,477300,6336,274,4.32
G4200450409601,Pennsylvania,409601,4678,203,4.34
G4200770006202,Pennsylvania,6202,11085,486,4.38
G4201330010520,Pennsylvania,10520,2283,100,4.38
G4201330023302,Pennsylvania,23302,6276,275,4.38
G4200550012000,Pennsylvania,12000,7246,318,4.39
G4200030521402,Pennsylvania,521402,3768,166,4.41
G4200170100406,Pennsylvania,100406,3606,159,4.41
G4200290300301,Pennsylvania,300301,4046,179,4.42
G4200450409400,Pennsylvania,409400,2978,132,4.43
G4200950016500,Pennsylvania,16500,4865,216,4.44
G4200690103000,Pennsylvania,103000,1910,85,4.45
G4200910201203,Pennsylvania,201203,3186,142,4.46
G4200910204300,Pennsylvania,204300,2693,120,4.46
G4201010000901,Pennsylvania,901,1949,87,4.46
G4200710013301,Pennsylvania,13301,4434,198,4.47
G4200030487000,Pennsylvania,487000,1763,79,4.48
G4200730010700,Pennsylvania,10700,2723,122,4.48
G4200450409500,Pennsylvania,409500,4726,212,4.49
G4200630961200,Pennsylvania,961200,2493,112,4.49
G4200710013602,Pennsylvania,13602,6181,278,4.5
G4200030320600,Pennsylvania,320600,2259,102,4.52
G4200030427200,Pennsylvania,427200,4871,220,4.52
G4200910200906,Pennsylvania,200906,1835,83,4.52
G4200910204900,Pennsylvania,204900,5260,238,4.52
G4200030420000,Pennsylvania,420000,1585,72,4.54
G4200170100807,Pennsylvania,100807,4154,189,4.55
G4200910200402,Pennsylvania,200402,4150,189,4.55
G4200050951400,Pennsylvania,951400,2629,120,4.56
G4200410011304,Pennsylvania,11304,5220,238,4.56
G4200030402000,Pennsylvania,402000,3227,148,4.59
G4200450406201,Pennsylvania,406201,3332,153,4.59
G4200910206400,Pennsylvania,206400,3551,163,4.59
G4201010002702,Pennsylvania,2702,4336,199,4.59
G4201010033702,Pennsylvania,33702,5286,243,4.6
G4200790217002,Pennsylvania,217002,3065,142,4.63
G4201250782700,Pennsylvania,782700,1358,63,4.64
G4200030141100,Pennsylvania,141100,1309,61,4.66
G4200170100209,Pennsylvania,100209,9276,433,4.67
G4200910200103,Pennsylvania,200103,4133,193,4.67
G4200910200507,Pennsylvania,200507,5305,248,4.67
G4201010016100,Pennsylvania,16100,6027,282,4.68
G4200030040600,Pennsylvania,40600,2134,100,4.69
G4200810000200,Pennsylvania,200,2112,99,4.69
G4200910204008,Pennsylvania,204008,2752,129,4.69
G4200290302202,Pennsylvania,302202,7113,336,4.72
G4200290303901,Pennsylvania,303901,4559,215,4.72
G4200290304201,Pennsylvania,304201,6774,321,4.74
G4200290302702,Pennsylvania,302702,4977,237,4.76
G4200550011302,Pennsylvania,11302,5470,261,4.77
G4200910204010,Pennsylvania,204010,2623,125,4.77
G4201010035500,Pennsylvania,35500,7193,343,4.77
G4200290306503,Pennsylvania,306503,2865,137,4.78
G4200310160102,Pennsylvania,160102,5045,241,4.78
G4200710013502,Pennsylvania,13502,4279,205,4.79
G4200930050200,Pennsylvania,50200,4173,200,4.79
G4201330021420,Pennsylvania,21420,7333,351,4.79
G4200450408300,Pennsylvania,408300,4546,218,4.8
G4200490010700,Pennsylvania,10700,3938,189,4.8
G4201010000300,Pennsylvania,300,3534,170,4.81
G4200030470502,Pennsylvania,470502,2988,144,4.82
G4200950017604,Pennsylvania,17604,4361,210,4.82
G4200970081600,Pennsylvania,81600,2616,126,4.82
G4201190980800,Pennsylvania,980800,3401,164,4.82
G4200030413500,Pennsylvania,413500,6647,321,4.83
G4201290803902,Pennsylvania,803902,3613,175,4.84
G4200170100212,Pennsylvania,100212,3796,184,4.85
G4200130100800,Pennsylvania,100800,1749,85,4.86
G4200710011805,Pennsylvania,11805,2409,117,4.86
G4200710013203,Pennsylvania,13203,5285,257,4.86
G4200950017603,Pennsylvania,17603,3747,182,4.86
G4200270011902,Pennsylvania,11902,7618,372,4.88
G4200770006302,Pennsylvania,6302,7145,349,4.88
G4200290303000,Pennsylvania,303000,3204,157,4.9
G4201070001900,Pennsylvania,1900,5119,251,4.9
G4200490002300,Pennsylvania,2300,2923,144,4.93
G4200750003600,Pennsylvania,3600,3701,183,4.94
G4200950010300,Pennsylvania,10300,3177,157,4.94
G4200070601600,Pennsylvania,601600,1333,66,4.95
G4200270011502,Pennsylvania,11502,7974,395,4.95
G4200450409701,Pennsylvania,409701,7209,357,4.95
G4200030040500,Pennsylvania,40500,3849,191,4.96
G4200710013702,Pennsylvania,13702,9844,488,4.96
G4200910210700,Pennsylvania,210700,5759,287,4.98
G4201330021220,Pennsylvania,21220,7535,375,4.98
G4200030429500,Pennsylvania,429500,4107,205,4.99
G4200030439000,Pennsylvania,439000,1362,68,4.99
G4200710010702,Pennsylvania,10702,5849,292,4.99
G4200890301101,Pennsylvania,301101,5986,299,4.99
G4201250745100,Pennsylvania,745100,8880,443,4.99
G4200750003100,Pennsylvania,3100,4176,209,5
G4201010034702,Pennsylvania,34702,3814,191,5.01
G4201330010510,Pennsylvania,10510,5298,266,5.02
G4201330023200,Pennsylvania,23200,6156,309,5.02
G4200210012800,Pennsylvania,12800,5094,256,5.03
G4200790213000,Pennsylvania,213000,1552,78,5.03
G4200950016400,Pennsylvania,16400,4748,239,5.03
G4200030427000,Pennsylvania,427000,3692,186,5.04
G4200270012500,Pennsylvania,12500,4468,225,5.04
G4200730000200,Pennsylvania,200,1946,98,5.04
G4200110012105,Pennsylvania,12105,8699,439,5.05
G4200170100401,Pennsylvania,100401,6014,304,5.05
G4200450407901,Pennsylvania,407901,3921,198,5.05
G4200030451105,Pennsylvania,451105,5215,264,5.06
G4200290302203,Pennsylvania,302203,5237,265,5.06
G4200950010100,Pennsylvania,10100,3843,195,5.07
G4200110011601,Pennsylvania,11601,5215,265,5.08
G4200110011902,Pennsylvania,11902,3561,182,5.11
G4201030950501,Pennsylvania,950501,1586,81,5.11
G4200450407000,Pennsylvania,407000,2596,133,5.12
G4200290302300,Pennsylvania,302300,2963,152,5.13
G4200450408103,Pennsylvania,408103,4558,234,5.13
G4201330020521,Pennsylvania,20521,6127,315,5.14
G4200190902400,Pennsylvania,902400,2212,114,5.15
G4200450408900,Pennsylvania,408900,3008,155,5.15
G4200030160900,Pennsylvania,160900,3370,174,5.16
G4200170102600,Pennsylvania,102600,2190,113,5.16
G4200290301100,Pennsylvania,301100,3350,173,5.16
G4201010013601,Pennsylvania,13601,2654,137,5.16
G4200910206102,Pennsylvania,206102,9083,470,5.17
G4200210001200,Pennsylvania,1200,3361,174,5.18
G4200770005901,Pennsylvania,5901,6541,339,5.18
G4200170100402,Pennsylvania,100402,7223,375,5.19
G4200910208604,Pennsylvania,208604,5784,300,5.19
G4200170105600,Pennsylvania,105600,2289,119,5.2
G4200950014400,Pennsylvania,14400,2248,117,5.2
G4200910209100,Pennsylvania,209100,5474,285,5.21
G4200950017300,Pennsylvania,17300,2647,138,5.21
G4201250754500,Pennsylvania,754500,2614,137,5.24
G4200290311403,Pennsylvania,311403,3679,193,5.25
G4201010033102,Pennsylvania,33102,3486,183,5.25
G4200030489002,Pennsylvania,489002,3747,197,5.26
G4200750003500,Pennsylvania,3500,5076,267,5.26
G4201290805800,Pennsylvania,805800,2844,150,5.27
G4200450401501,Pennsylvania,401501,3562,188,5.28
G4200030521401,Pennsylvania,521401,2743,145,5.29
G4201010000200,Pennsylvania,200,2683,142,5.29
G4200030090200,Pennsylvania,90200,2907,154,5.3
G4200110013500,Pennsylvania,13500,11555,612,5.3
G4201290803901,Pennsylvania,803901,3132,166,5.3
G4200210010200,Pennsylvania,10200,1318,70,5.31
G4200490002200,Pennsylvania,2200,4190,223,5.32
G4200910201406,Pennsylvania,201406,4586,244,5.32
G4200910200902,Pennsylvania,200902,1199,64,5.34
G4200970082100,Pennsylvania,82100,2753,147,5.34
G4201010036303,Pennsylvania,36303,6284,337,5.36
G4200270012200,Pennsylvania,12200,5443,293,5.38
G4200030518001,Pennsylvania,518001,3174,171,5.39
G4200170104603,Pennsylvania,104603,7359,397,5.39
G4200490002900,Pennsylvania,2900,2949,159,5.39
G4200070605200,Pennsylvania,605200,2623,142,5.41
G4200410011803,Pennsylvania,11803,7345,397,5.41
G4200450410800,Pennsylvania,410800,8011,434,5.42
G4200790215200,Pennsylvania,215200,2915,158,5.42
G4200070604901,Pennsylvania,604901,4129,224,5.43
G4200450409803,Pennsylvania,409803,6885,374,5.43
G4200450410302,Pennsylvania,410302,9610,522,5.43
G4200850030300,Pennsylvania,30300,3428,186,5.43
G4200910201608,Pennsylvania,201608,4640,252,5.43
G4200170103102,Pennsylvania,103102,1894,103,5.44
G4200430023800,Pennsylvania,23800,4082,223,5.46
G4201010036201,Pennsylvania,36201,4782,261,5.46
G4200030461000,Pennsylvania,461000,1096,60,5.47
G4200430022502,Pennsylvania,22502,5398,296,5.48
G4200770006703,Pennsylvania,6703,5944,326,5.48
G4201010035100,Pennsylvania,35100,4248,233,5.48
G4200050951000,Pennsylvania,951000,2868,158,5.51
G4200910200301,Pennsylvania,200301,6095,336,5.51
G4200450408800,Pennsylvania,408800,5053,279,5.52
G4200430024200,Pennsylvania,24200,2454,136,5.54
G4201070000601,Pennsylvania,601,3556,197,5.54
G4200510263000,Pennsylvania,263000,3362,187,5.56
G4200910205806,Pennsylvania,205806,2214,123,5.56
G4200110010903,Pennsylvania,10903,6197,345,5.57
G4200710011802,Pennsylvania,11802,6033,336,5.57
G4200910206007,Pennsylvania,206007,6979,389,5.57
G4200950017402,Pennsylvania,17402,3874,216,5.58
G4200910205809,Pennsylvania,205809,2825,158,5.59
G4200030478100,Pennsylvania,478100,4161,233,5.6
G4200030982200,Pennsylvania,982200,4644,260,5.6
G4200810011302,Pennsylvania,11302,5009,281,5.61
G4200910210300,Pennsylvania,210300,4173,234,5.61
G4200030320400,Pennsylvania,320400,1970,111,5.63
G4200170100210,Pennsylvania,100210,7472,421,5.63
G4200190910500,Pennsylvania,910500,2241,127,5.67
G4200390110202,Pennsylvania,110202,4365,248,5.68
G4200170105811,Pennsylvania,105811,5949,339,5.7
G4200170106200,Pennsylvania,106200,6717,383,5.7
G4201010038000,Pennsylvania,38000,2282,130,5.7
G4200110010304,Pennsylvania,10304,6816,390,5.72
G4200890301102,Pennsylvania,301102,2884,165,5.72
G4200030437000,Pennsylvania,437000,6098,353,5.79
G4201330021210,Pennsylvania,21210,8119,471,5.8
G4200290306300,Pennsylvania,306300,2857,166,5.81
G4200110012104,Pennsylvania,12104,3243,189,5.83
G4200030140100,Pennsylvania,140100,5382,315,5.85
G4200950016600,Pennsylvania,16600,2665,156,5.85
G4201010000402,Pennsylvania,402,3299,193,5.85
G4200690100600,Pennsylvania,100600,4588,269,5.86
G4200890301204,Pennsylvania,301204,3960,233,5.88
G4200290300106,Pennsylvania,300106,4675,276,5.9
G4200550010800,Pennsylvania,10800,3824,226,5.91
G4201010001202,Pennsylvania,1202,5080,301,5.93
G4200030070600,Pennsylvania,70600,1968,117,5.95
G4201010031501,Pennsylvania,31501,6397,381,5.96
G4201250742100,Pennsylvania,742100,6206,370,5.96
G4200170101807,Pennsylvania,101807,4320,258,5.97
G4200790210700,Pennsylvania,210700,1911,114,5.97
G4200290302000,Pennsylvania,302000,5705,341,5.98
G4201010002801,Pennsylvania,2801,4832,289,5.98
G4200910200606,Pennsylvania,200606,3255,195,5.99
G4201330022700,Pennsylvania,22700,6118,367,6
G4200030140300,Pennsylvania,140300,3925,236,6.01
G4200410981606,Pennsylvania,981606,2314,139,6.01
G4200030060500,Pennsylvania,60500,1278,77,6.03
G4200270012100,Pennsylvania,12100,6211,377,6.07
G4200710000500,Pennsylvania,500,4698,285,6.07
G4200030470600,Pennsylvania,470600,3259,198,6.08
G4200170100206,Pennsylvania,100206,5282,325,6.15
G4201330023301,Pennsylvania,23301,6681,411,6.15
G4200030202300,Pennsylvania,202300,3810,235,6.17
G4200950014100,Pennsylvania,14100,5952,368,6.18
G4201330010220,Pennsylvania,10220,5480,339,6.19
G4200950017101,Pennsylvania,17101,6311,392,6.21
G4200110011101,Pennsylvania,11101,2027,126,6.22
G4201250783200,Pennsylvania,783200,2493,155,6.22
G4200450407600,Pennsylvania,407600,6243,389,6.23
G4200710013601,Pennsylvania,13601,2552,159,6.23
G4200910205903,Pennsylvania,205903,2643,165,6.24
G4201010017601,Pennsylvania,17601,5506,344,6.25
G4200030020300,Pennsylvania,20300,943,59,6.26
G4200170105510,Pennsylvania,105510,5333,335,6.28
G4200710012800,Pennsylvania,12800,5445,342,6.28
G4200770005705,Pennsylvania,5705,6197,389,6.28
G4201250753700,Pennsylvania,753700,2134,134,6.28
G4201290800900,Pennsylvania,800900,2544,161,6.33
G4200290307400,Pennsylvania,307400,3721,236,6.34
G4200030240600,Pennsylvania,240600,2046,130,6.35
G4200110012700,Pennsylvania,12700,8835,561,6.35
G4200910208802,Pennsylvania,208802,3101,197,6.35
G4200450406902,Pennsylvania,406902,5852,372,6.36
G4200690102000,Pennsylvania,102000,2506,160,6.38
G4200030521500,Pennsylvania,521500,4154,266,6.4
G4200030465600,Pennsylvania,465600,2523,162,6.42
G4200190902300,Pennsylvania,902300,3534,227,6.42
G4200770006308,Pennsylvania,6308,7507,486,6.47
G4200550010400,Pennsylvania,10400,8899,577,6.48
G4200030020100,Pennsylvania,20100,4823,313,6.49
G4200290307800,Pennsylvania,307800,2526,164,6.49
G4201010034400,Pennsylvania,34400,7870,511,6.49
G4200410010600,Pennsylvania,10600,4644,302,6.5
G4200030465800,Pennsylvania,465800,3364,219,6.51
G4200770006002,Pennsylvania,6002,5826,379,6.51
G4200910200707,Pennsylvania,200707,4037,263,6.51
G4200770001900,Pennsylvania,1900,4355,284,6.52
G4201290804702,Pennsylvania,804702,6005,393,6.54
G4200910203203,Pennsylvania,203203,4155,272,6.55
G4200910205906,Pennsylvania,205906,2153,141,6.55
G4200170105805,Pennsylvania,105805,5531,363,6.56
G4200790217700,Pennsylvania,217700,4858,319,6.57
G4200910205100,Pennsylvania,205100,1635,108,6.61
G4200910200704,Pennsylvania,200704,3669,243,6.62
G4200950010200,Pennsylvania,10200,3503,232,6.62
G4200290308102,Pennsylvania,308102,4381,291,6.64
G4201010009000,Pennsylvania,9000,6072,404,6.65
G4201010020900,Pennsylvania,20900,2559,171,6.68
G4200450403800,Pennsylvania,403800,6492,435,6.7
G4200770006102,Pennsylvania,6102,5477,367,6.7
G4201250754200,Pennsylvania,754200,2833,190,6.71
G4200290302102,Pennsylvania,302102,4274,288,6.74
G4200710013701,Pennsylvania,13701,4838,326,6.74
G4200910206202,Pennsylvania,206202,2433,164,6.74
G4200910206904,Pennsylvania,206904,5666,382,6.74
G4200030468700,Pennsylvania,468700,1645,111,6.75
G4200910200903,Pennsylvania,200903,4667,315,6.75
G4200950018100,Pennsylvania,18100,6487,438,6.75
G4201330020710,Pennsylvania,20710,6328,427,6.75
G4200950011000,Pennsylvania,11000,3075,208,6.76
G4201010013402,Pennsylvania,13402,2913,197,6.76
G4200810000100,Pennsylvania,100,3388,230,6.79
G4200850032800,Pennsylvania,32800,5880,399,6.79
